Name,Address,City,State,Zip,County,Phone,Administrator,Licensee,Facility Number,Type,Status,Capacity,License Date,GPO
"BRITISH HOME IN CALIFORNIA LTD, THE","647 MANZANITA AVE","SIERRA MADRE",CA,91024,"LOS ANGELES","(626) 355-7240","MARLENE RAINEN","BRITISH HOME IN CALIFORNIA, LTD THE",191501668,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,41,5/1/1976,"Premier"
"CHALET, THE","6487 MAIN STREET","ORANGEVALE",CA,95662,"SACRAMENTO","(925) 787-2740","SUSIE DIZON","ORANGEVALE SENIOR LIVING LLC",342700157,"RESIDENTIAL CARE ELDERLY",LICENSED,41,1/8/2018,"Premier"
"GOLDEN YEARS RESIDENTIAL CARE HOME, THE","160 S 13TH STREET","CHOWCHILLA",CA,93610,"MADERA","(707) 235-2717","LUARES, BERNARDINO","ORTEGA LUARES NURSING HOME LLC",207209150,"RESIDENTIAL CARE ELDERLY",LICENSED,41,6/14/2021,"None"
"REDWOOD SENIOR LIVING BAKERSFIELD","810 S UNION AVE","BAKERSFIELD",CA,93307,"KERN","(415) 810-0145","PONCE, BEATRIZ","REDWOOD BAKERSFIELD LLC",157209136,"RESIDENTIAL CARE ELDERLY",LICENSED,41,5/18/2021,"None"
"AA BEST CARE HOMES","857 HEARN AVE.","SANTA ROSA",CA,95407,"SONOMA","(707) 546-8413","AQUINO, NICANOR","AA BEST CARE, LLC",496801684,"RESIDENTIAL CARE ELDERLY",LICENSED,40,8/27/2004,"None"
"ANJELICA'S VILLA","555 FRANCIS AVE","SEASIDE",CA,93955,"MONTEREY","(831) 899-2644","NERISSA RAMOS","RAMOS HEALTHCARE SERVICES, INC.",275201863,"RESIDENTIAL CARE ELDERLY",LICENSED,40,8/22/2006,"None"
"ARCADIAN RESIDENTIAL COMMUNITY","24647 MOHR DRIVE","HAYWARD",CA,94545,"ALAMEDA","(510) 887-8898","LULIN WU","ARCADIAN RESIDENTIAL COMMUNITY CORPORATION",15601410,"RESIDENTIAL CARE ELDERLY",LICENSED,40,7/25/2008,"Premier"
"BROOKDALE NORTH FREMONT","38035 MARTHA AVE","FREMONT",CA,94536,"ALAMEDA","(510) 797-4011","HALL, SIMONE S","SUMMERVILLE AT ATHERTON COURT LLC",15601255,"RESIDENTIAL CARE ELDERLY",LICENSED,40,7/7/2006,"Premier"
"BROOKDALE ROSEVILLE","1 SOMER RIDGE DR","ROSEVILLE",CA,95661,"PLACER","(916) 773-5955","ABIGAIL VUE","SUMMERVILLE AT ROSEVILLE GARDENS; EMERITUS CORP",315001843,"RESIDENTIAL CARE ELDERLY",LICENSED,40,6/14/2006,"Premier, Vizient"
"CARMELO PARK","966 CARMELO STREET","MONTEREY",CA,93940,"MONTEREY","(831) 375-0665","MAZERIK, MATTHEW","SONGBIRD CARE HOMES SALINAS LLC",275202480,"RESIDENTIAL CARE ELDERLY",LICENSED,40,5/29/2015,"None"
"CLIMB SIERRA MADRE RCFE","161 W. SIERRA MADRE BLVD.","SIERRA MADRE",CA,91024,"LOS ANGELES","(626) 355-1447","VARGAS, HECTOR","CLIMB INC",198603560,"RESIDENTIAL CARE ELDERLY",LICENSED,40,8/26/2022,"None"
"COURTYARD TERRACE","3408 ALTA ARDEN EXPRESSWAY","SACRAMENTO",CA,95825,"SACRAMENTO","(916) 486-1281","MAGDA LUIS","CIMINO CARE MANGEMENT, INC.",347001078,"RESIDENTIAL CARE ELDERLY",LICENSED,40,8/17/1998,"Premier, Vizient"
"CUESTA ROSA SENIOR RESIDENCE","1691 FREDERICKS STREET","SAN LUIS OBISPO",CA,93401,"SAN LUIS OBISPO","(805) 457-9824","BAILEY, JESSICA","ROSE CARE GROUP INC.",405850513,"RESIDENTIAL CARE ELDERLY",LICENSED,40,7/22/2024,"None"
"EVERGREEN RESIDENCE","3030 W. CALDWELL AVE","VISALIA",CA,93277,"TULARE","(559) 732-3265","CORONADO, ESMERALDA","TANTINGCO, NEIL & MELANIE",547201120,"RESIDENTIAL CARE ELDERLY",LICENSED,40,10/17/2000,"None"
"FOOK HONG SF CARE HOME, INC.","5735 MISSION STREET","SAN FRANCISCO",CA,94112,"SAN FRANCISCO","(415) 533-0541","LEEWONG, SAU TING JOSEPHIN","FOOK HONG SF CARE HOME, INC.",385600394,"RESIDENTIAL CARE ELDERLY",LICENSED,40,7/3/2013,"None"
"FREMONT RTRMT COM-HAPPY LVNG BY COGIR/COGIR FREMON","2860 COUNTRY DRIVE","FREMONT",CA,94536,"ALAMEDA","(510) 790-1645","HUSAIN, SARAH","WELLTOWER COGIR TENANT LLC; COGIR MNGT USA INC",19200848,"RESIDENTIAL CARE ELDERLY",LICENSED,40,2/1/2019,"Premier"
"GARFIELD VILLAS LLC","1425 N GARFIELD AVE","PASADENA",CA,91104,"LOS ANGELES","(626) 398-3261","SANDOVAL, ROSALIE","GARFIELD VILLAS LLC",198602245,"RESIDENTIAL CARE ELDERLY",LICENSED,40,7/13/2018,"None"
"JACOB HEALTH CARE CENTER","4075 54TH STREET","SAN DIEGO",CA,92105,"SAN DIEGO","(619) 582-5168","CRUZ, JOSEPH","UTAH LAKE HOLDINGS, LLC",374604815,"RESIDENTIAL CARE ELDERLY",LICENSED,40,12/31/2024,"Vizient"
"LIFESPRING SENIOR CAMPUS, A WELLNESS COMMUNITY","936 GEER ROAD","TURLOCK",CA,95380,"STANISLAUS","(209) 634-7764","CYNTHIA MCDANIEL","PALO ALTO HEALTHCARE INTERNATONAL, INC",507000962,"RESIDENTIAL CARE ELDERLY",LICENSED,40,2/24/1998,"None"
"MAPLE HOUSE II","2000 BROMMER STREET","SANTA CRUZ",CA,95062,"SANTA CRUZ","(831) 476-6366","ROXAS, ROSE ANNE","DIVINE SENIOR CARE INC.",445202946,"RESIDENTIAL CARE ELDERLY",LICENSED,40,12/20/2024,"None"
"MOUNTAIN VIEW CENTER","715 WEST BASELINE ROAD","CLAREMONT",CA,91711,"LOS ANGELES","(909) 626-6633","LAURA HERNANDEZ","MOUNTAIN VIEW CENTERS",197801605,"RESIDENTIAL CARE ELDERLY",LICENSED,40,8/29/1997,"Vizient"
"NEWPORT MESA SENIOR LIVING","2891 BEAR ST","COSTA MESA",CA,92626,"ORANGE","(949) 629-1020","ROSE NAKADAIRA","PACIFICA NEWPORT MESA LLC; NEWPORT MESA MGR LLC",306004640,"RESIDENTIAL CARE ELDERLY",LICENSED,40,6/1/2014,"Premier"
"RIVERSTONE TERRACE SENIOR LIVING MEMORY CARE","3115 BROOKSIDE DR","BAKERSFIELD",CA,93311,"KERN","(661) 862-9777","RICE, DOUGLAS G.","PACIFICA BAKERSFIELDLP; CALSON CARE BAKERSFIELDLLC",157204131,"RESIDENTIAL CARE ELDERLY",LICENSED,40,7/30/2008,"None"
"ROSEGATE","1345 CLARKE STREET","SAN LEANDRO",CA,94577,"ALAMEDA","(510) 483-0150","LEUNG, BELINDA","KATI KNOX & ASSOCIATES, INC.;ROSEMONT GARDENS,INC.",15600148,"RESIDENTIAL CARE ELDERLY",LICENSED,40,1/7/1997,"None"
"SOLVANG FRIENDSHIP HOUSE","880 FRIENDSHIP LANE","SOLVANG",CA,93463,"SANTA BARBARA","(805) 688-8748","TAMMY WESTWOOD","SOLVANG FRIENDSHIP HOUSE",421703158,"RESIDENTIAL CARE ELDERLY",LICENSED,40,7/1/1993,"Vizient"
"ST JOHN OF GOD RESIDENCE","2468 SO. ST. ANDREWS PLACE","LOS ANGELES",CA,90018,"LOS ANGELES","(323) 731-0641","SABRINA TUCKER","ST. JOHN OF GOD RETIREMENT AND CARE CENTER",191800633,"RESIDENTIAL CARE ELDERLY",LICENSED,40,5/2/1989,"Premier"
"PARADISE ASSISTED CARE CORP","2177 17TH AVE","SANTA CRUZ",CA,95062,"SANTA CRUZ","(831) 475-1386","CHRISTINA RIVAS","PARADISE ASSISTED CARE CORP.",445202851,"RESIDENTIAL CARE ELDERLY",LICENSED,39,3/30/2022,"None"
"ACC ASSISTED LIVING AT GREENHAVEN TERRACE","1180 CORPORATE WAY","SACRAMENTO",CA,95831,"SACRAMENTO","(916) 395-0210","BRITTANY YAMADA","ASIAN COMMUNITY CENTER OF SAC VALLEY, INC.",347005257,"RESIDENTIAL CARE ELDERLY",LICENSED,38,4/30/2014,"Premier"
"ALPINE VIEW LODGE","973 ARNOLD WAY","ALPINE",CA,91901,"SAN DIEGO","(626) 437-5821","REYNOLDS, ANGELA","ALPINE VIEW LODGE LLC",374604618,"RESIDENTIAL CARE ELDERLY",LICENSED,38,12/13/2022,"None"
"COTTAGES AT ARTESIA ANAHEIM, THE","8792 CERRITOS AVENUE","ANAHEIM",CA,92804,"ORANGE","(657) 256-1063","OLAIS, AURELIA","COTTAGES AT ARTESIA LLC, THE",306006155,"RESIDENTIAL CARE ELDERLY",LICENSED,38,6/15/2022,"None"
"CRESTVIEW MANOR","350 S. VINE STREET","ESCONDIDO",CA,92025,"SAN DIEGO","(760) 745-0160","BRISTOL, AUDRA","CRESTVIEW MANOR INC",371881531,"RESIDENTIAL CARE ELDERLY",LICENSED,38,11/7/2024,"None"
"DIAMOND TERRACES","600 E. 11TH STREET","HANFORD",CA,93230,"KINGS","(559) 585-8010","NORMAN, ROBERT","RCAN, INC.",167200404,"RESIDENTIAL CARE ELDERLY",LICENSED,38,5/8/1997,"None"
"GREENRIDGE SENIOR LIVING","2150 PYRAMID DRIVE","RICHMOND",CA,94803,"CONTRA COSTA","(510) 758-9600","SINGH, RUBY","ARPD,LLC",79201152,"RESIDENTIAL CARE ELDERLY",LICENSED,38,7/28/2022,"None"
"LAKESHORE RESIDENTIAL CARE","1901 THIRD AVENUE","OAKLAND",CA,94606,"ALAMEDA","(510) 834-9880","SYED, GAFFAR","GAFFAR ENTERPRISES, INC.",15601408,"RESIDENTIAL CARE ELDERLY",LICENSED,38,12/1/2008,"None"
"MOUNTAIN VISTA OF OJAI","602 EAST OAK STREET","OJAI",CA,93023,"VENTURA","(805) 646-6850","NICKIE PEREZ","CALIFORNIA RETIREMENT HOMES INC",565801019,"RESIDENTIAL CARE ELDERLY",LICENSED,38,2/3/2004,"None"
"OAKCREEK","6127 E. CASTRO VALLEY BLVD.","CASTRO VALLEY",CA,94552,"ALAMEDA","(510) 889-7515","ROSELINE R. PRASAD","ECHO SENIOR LIVING LLC",15601507,"RESIDENTIAL CARE ELDERLY",LICENSED,38,1/19/2013,"None"
"SOLANO LIFE HOUSE ASSISTED LIVING & MEMORY CARE","575 S JEFFERSON ST","DIXON",CA,95620,"SOLANO","(707) 678-1651","FELIX, MARY","PRIME CARE SENIOR LIVING LLC",486804218,"RESIDENTIAL CARE ELDERLY",LICENSED,38,8/21/2024,"None"
"TOWNSEND HOUSE","10 ILAHEE LN","CHICO",CA,95973,"BUTTE","(530) 342-4455","PASQUALE, CHABLIS","RCFE MANAGEMENT LLC",45002696,"RESIDENTIAL CARE ELDERLY",LICENSED,38,2/12/2019,"None"
"ALEXANDER GARDENS","2120 SANTA BARBARA ST","SANTA BARBARA",CA,93105,"SANTA BARBARA","(805) 682-9644","LEICHTER, MITCHELL","GL AND VL LLC",425801995,"RESIDENTIAL CARE ELDERLY",LICENSED,36,11/16/2015,"None"
"HARVEST AT FOWLER, THE","1400 E SUMNER AVE","FOWLER",CA,93625,"FRESNO","(559) 834-5692","ZANIN, ALEX","SERENITY SENIOR LIVING INC",107208918,"RESIDENTIAL CARE ELDERLY",LICENSED,36,5/13/2019,"Premier"
"IVY RIDGE ASSISTED LIVING","2030 23RD ST","SACRAMENTO",CA,95818,"SACRAMENTO","(916) 600-3309","LEZEL BELLO","IVY RIDGE CARE INC",342701234,"RESIDENTIAL CARE ELDERLY",LICENSED,36,4/13/2023,"None"
"MAGNOLIA GARDEN ASSISTED LIVING","205 EL PINTO ROAD","DANVILLE",CA,94526,"CONTRA COSTA","(510) 364-5158","OLIVA, JOSEPH ANTHONY","ADG CARE SERVICES INC.",79201415,"RESIDENTIAL CARE ELDERLY",LICENSED,36,12/27/2024,"None"
"OAK PLACE RESIDENTIAL CARE","50 OAK ST.","CAMARILLO",CA,93010,"VENTURA","(805) 586-4086","SPRING, BECKY","TURNING POINT FOUNDATION",565850108,"RESIDENTIAL CARE ELDERLY",LICENSED,36,6/23/2021,"None"
"OUR COUNTRYSIDE RESORT","18111 HAINES STREET","PERRIS",CA,92570,"RIVERSIDE","(951) 657-3557","MAHAN, ELIZABETH","GARLYN CO.",331881645,"RESIDENTIAL CARE ELDERLY",LICENSED,36,10/17/2024,"None"
"PATHWAY ASSISTED LIVING/ WESTCHESTER GARDENS","2228 TRUXTUN AVE","BAKERSFIELD",CA,93301,"KERN","(661) 324-3091","MOREHEAD, NICOLE","PATHWAY ASST. LVG. LLC/DBA WESTCHESTER GARDENS",157209297,"RESIDENTIAL CARE ELDERLY",LICENSED,36,5/23/2023,"None"
"RIVER BLUFFS MEMORY CARE COMMUNITY","5425 W. SPRUCE AVE.","FRESNO",CA,93722,"FRESNO","(559) 840-9347","HURLEY, DONNA","SIERRA MEADOWS SENIOR CARE, INC.",107209048,"RESIDENTIAL CARE ELDERLY",LICENSED,36,5/4/2020,"None"
"SANTA BARBARA MEMORY CARE","325 W ISLAY ST","SANTA BARBARA",CA,93101,"SANTA BARBARA","(805) 880-4770","LISA GERR","PAC COAST INC,GP OF PAC COAST LP;SANTA BARBARA MGR",425802116,"RESIDENTIAL CARE ELDERLY",LICENSED,36,2/11/2019,"Premier"
"WESTERN ASSEMBLIES HOME","350 BERKELEY AVENUE","CLAREMONT",CA,91711,"LOS ANGELES","(909) 626-3711","LYNN HUGHES","WESTERN ASSEMBLIES HOME, INC.",191502342,"RESIDENTIAL CARE ELDERLY",LICENSED,36,10/31/1993,"None"
"WHISPERING PINES INN, LLC","476 LOS VIBORAS ROAD","HOLLISTER",CA,95023,"SAN BENITO","(831) 636-9620","PARK,CHARLES & MAE","WHISPERING PINES INN,LLC",355201055,"RESIDENTIAL CARE ELDERLY",LICENSED,36,7/25/2002,"None"
"DIANA'S CARE HOME","27402 MANON AVENUE","HAYWARD",CA,94544,"ALAMEDA","(510) 786-9982","REANO-AQUINO, GRACE","SCOTT VILLAS CORPORATION;DIANA'S CARE HOME",19201446,"RESIDENTIAL CARE ELDERLY",LICENSED,35,2/19/2021,"Premier"
"DIANA'S CARE HOME","27402 MANON AVENUE","HAYWARD",CA,94544,"CONTRA COSTA","(510) 786-9982","REANO-AQUINO, GRACE","SCOTT VILLAS CORPORATION;DIANA'S CARE HOME",79200787,"RESIDENTIAL CARE ELDERLY",LICENSED,35,2/19/2021,"None"
"FRIENDSHIP CARE HOME","1907 CAVALLO ROAD","ANTIOCH",CA,94509,"CONTRA COSTA","(925) 732-7364","SANDHU, SEEMA","STAR RCFE",79201172,"RESIDENTIAL CARE ELDERLY",LICENSED,35,7/21/2022,"None"
"SCOTT VILLA","1560 MIDDLE LANE","HAYWARD",CA,94545,"ALAMEDA","(510) 782-7833","JONABELLE TOLENTINO","SCOTT VILLAS CORPORATION",19200750,"RESIDENTIAL CARE ELDERLY",LICENSED,35,5/9/2018,"Premier"
"SENIOR CARE VILLA OF LOOMIS","3400 CHISOM TRAIL","LOOMIS",CA,95650,"PLACER","(916) 652-8000","ILONA CORPUS","BPG LOOMIS LLC, NORTHSTAR SENIOR LIVING INC.",315003016,"RESIDENTIAL CARE ELDERLY",LICENSED,35,12/27/2023,"None"
"STONEWALL GARDENS ASSISTED LIVING","2150 N PALM CANYON DR","PALM SPRINGS",CA,92262,"RIVERSIDE","(760) 548-0970","LAUREN KABAKOFF","PCD SENIOR #1 LLC; NORTHSTAR SENIOR LIVING INC",336426505,"RESIDENTIAL CARE ELDERLY",LICENSED,35,12/22/2014,"None"
"A SPLENDOR LIVING - THE GLENDORA INC","452 SELLERS ST.","GLENDORA",CA,91741,"LOS ANGELES","(626) 594-0152","CHRIS JENG","A SPLENDOR SENIOR LIVING - THE GLENDORA INC",198601845,"RESIDENTIAL CARE ELDERLY",LICENSED,34,7/14/2014,"None"
"COGIR OF SOUTH BAY","21507 HAWTHORNE BLVD","TORRANCE",CA,90503,"LOS ANGELES","(213) 808-4531","HILES, LINDA","TORRANCE OPERATIONS LLC; CADENCE SL TORRANCE LLC",198320454,"RESIDENTIAL CARE ELDERLY",LICENSED,34,10/8/2024,"None"
"GLEN PARK AT GLENDORA","452 SELLERS STREET","GLENDORA",CA,91741,"LOS ANGELES","(818) 242-9000","OGOT, PAMELA","GLEN PARK AT GLENDORA, LLC",198603698,"RESIDENTIAL CARE ELDERLY",PENDING,34,,"None"
"MEADOWS AT COUNTRY PLACE, THE","10 COUNTRY PLACE","SACRAMENTO",CA,95831,"SACRAMENTO","(916) 706-3949","RANGI GINER","MEADOWS AT COUNTRY PLACE, LLC, THE",347004702,"RESIDENTIAL CARE ELDERLY",LICENSED,34,5/24/2011,"None"
"MIRABEL LODGE","6950 MIRABEL ROAD","FORESTVILLE",CA,95436,"SONOMA","(707) 887-1754","VARSHAVSKY, ALEXANDER","SONOMA MODEL X",496804122,"RESIDENTIAL CARE ELDERLY",LICENSED,34,4/3/2023,"None"
"PROVIDENCE PLACE","2456 GEARY BLVD.","SAN FRANCISCO",CA,94115,"SAN FRANCISCO","(415) 359-9700","KNOP, GALINA","KNOP, ROMAN & KNOP, GALINA",385600019,"RESIDENTIAL CARE ELDERLY",LICENSED,34,8/1/2000,"Premier"
"WINTER WOODS COTTAGE LLC","845 W LA CADENA DRIVE","RIVERSIDE",CA,92501,"RIVERSIDE","(646) 523-8208","NOFAL,YUSEF IZZAT","WINTER WOODS COTTAGE LLC",331881721,"RESIDENTIAL CARE ELDERLY",PENDING,34,,"None"
"BETHEL LUTHERAN HOME, INC.","2280 DOCKERY AVENUE","SELMA",CA,93662,"FRESNO","(559) 896-4900","PATTESON, SHIKHA","BETHEL LUTHERAN HOME, INC.",100400043,"RESIDENTIAL CARE ELDERLY",LICENSED,33,7/15/1992,"None"
"MERCED THREE RESIDENTIAL CARE FACILITY","1420 HAMPSHIRE STREET","SAN FRANCISCO",CA,94110,"SAN FRANCISCO","(415) 285-7660","JOYCE, LEE","HAFCO ELDER CARE, INC.",385600349,"RESIDENTIAL CARE ELDERLY",LICENSED,33,7/14/2005,"None"
"MOUNTAIN MANOR SENIOR RESIDENCE","6101 FAIR OAKS BLVD","CARMICHAEL",CA,95608,"SACRAMENTO","(916) 488-7211","DARRELL PRICE","GRANDCARE, INC.",347005580,"RESIDENTIAL CARE ELDERLY",LICENSED,33,8/13/2015,"Premier"
"AAA KINDNESS CARE II","3811 DOMINION RD","SANTA MARIA",CA,93454,"SANTA BARBARA","(805) 937-6444","PETTIFORD, SHAYNA","SM SENIOR CARE OPERATIONS LLC",425850033,"RESIDENTIAL CARE ELDERLY",LICENSED,32,1/24/2020,"Premier"
"ALDER HOUSE","295 ALDER STREET","ARROYO GRANDE",CA,93420,"SAN LUIS OBISPO","(805) 489-1266","TODD TOSE","ALDER HOUSE INC.",405801283,"RESIDENTIAL CARE ELDERLY",LICENSED,32,7/7/2005,"None"
"ASPEN VILLE CO","5412 KIERNAN AVENUE","SALIDA",CA,95368,"STANISLAUS","(646) 416-1430","KAUR, KASHMINDAR","ADVANCED CARE FACILITY LLC",502701357,"RESIDENTIAL CARE ELDERLY",LICENSED,32,6/11/2024,"None"
"BONITA SPRINGS SENIOR LIVING","1818 SCOTT BLVD","SANTA CLARA",CA,95050,"SANTA CLARA","(669) 242-7150","CERA, DULCE","BONITA SPRINGS SENIOR LIVING LLC",435202959,"RESIDENTIAL CARE ELDERLY",LICENSED,32,3/19/2025,"None"
"FEATHER RIVER MANOR","3962 WEST ELLA AVE.","OLIVEHURST",CA,95961,"YUBA","(530) 743-5022","TERRY, NORA","TERRY, NORA AND SCOTT",581302894,"RESIDENTIAL CARE ELDERLY",LICENSED,32,4/16/1982,"None"
"HEATHERWOOD MEMORY CARE","1315 MT PISGAH ROAD","WALNUT CREEK",CA,94596,"CONTRA COSTA","(925) 939-2833","GONZALES, RITCHIE","GS EAST BAY HEALTH",79201273,"RESIDENTIAL CARE ELDERLY",LICENSED,32,7/5/2023,"None"
"HILLVIEW SENIOR LIVING","3705 HILLVIEW RD","SANTA MARIA",CA,93455,"SANTA BARBARA","(619) 990-0543","HANER-TOMASKO, GARRETT","HAPPY SENIOR LIVING INC",425850616,"RESIDENTIAL CARE ELDERLY",PENDING,32,,"None"
"J & L GUEST HOME","237 S ABBIE STREET","EMPIRE",CA,95319,"STANISLAUS","(209) 527-2765","RENEE LITTLE","LITTLE, JERRY J. & LOUISE",500309303,"RESIDENTIAL CARE ELDERLY",LICENSED,32,3/8/1983,"None"
"NEIGHBORHOODS AT WESTHAVEN, THE","1460 FAIRVIEW ST.","ORLAND",CA,95963,"GLENN","(530) 865-5299","ELLIOTT, AARON","WESTHAVEN SENIOR LIVING, A CALIFORNIA CORPORATION",115920194,"RESIDENTIAL CARE ELDERLY",LICENSED,32,3/4/2025,"Premier"
"OAK PARK MANOR","1073 OLD OAK PARK ROAD","ARROYO GRANDE",CA,93420,"SAN LUIS OBISPO","(805) 540-1503","MEFFERT, ASTRID","OAK PARK MANOR SENIOR SOLUTIONS, LLC",405850039,"RESIDENTIAL CARE ELDERLY",LICENSED,32,8/6/2019,"None"
"POWAY GARDENS SENIOR LIVING - MOUNTAIN VISTAS","12695 MONTE VISTA ROAD","POWAY",CA,92064,"SAN DIEGO","(658) 674-1255","WILLIAMS, DONELLE","SABRA WEST COAST OPERATIONS I, LLC; SH1 RED ALDER",374604633,"RESIDENTIAL CARE ELDERLY",LICENSED,32,5/31/2024,"Premier"
"SONOMA GROVE","765 DONALD STREET","SONOMA",CA,95476,"SONOMA","(415) 264-5486","ALEXANDER VARSHAVSKY","SONOMAMODELX INC.",496803924,"RESIDENTIAL CARE ELDERLY",LICENSED,32,10/14/2020,"Premier"
"SUN AND SEA ASSISTED LIVING","740 SEVENTH STREET","IMPERIAL BEACH",CA,91932,"SAN DIEGO","(619) 429-0633","AGUSTIN, MHEL J","SUN AND SEA ASSISTED LIVING, LLC",374602472,"RESIDENTIAL CARE ELDERLY",LICENSED,32,11/13/2007,"None"
"JONES REST HOME","524 CALLAN AVENUE","SAN LEANDRO",CA,94577,"ALAMEDA","(510) 483-6200","CHARLES W DRAKE","SANHYD, INC.",11441040,"RESIDENTIAL CARE ELDERLY",LICENSED,31,11/4/1993,"Premier"
"MAPLE MANOR","1744 SO. MAPLE","ESCONDIDO",CA,92025,"SAN DIEGO","(760) 743-0632","SNEZANA DJUKIC","DJUKIC, BORKA",372004436,"RESIDENTIAL CARE ELDERLY",LICENSED,31,10/30/1987,"None"
"MELROSE GARDENS","1007-1013 N. MARTEL AVE","LOS ANGELES",CA,90046,"LOS ANGELES","(323) 876-1746","VILLEGAS, MARCO","DANMAR VILLAS, LLC",197610367,"RESIDENTIAL CARE ELDERLY",LICENSED,31,11/7/2023,"None"
"MODESTO GUEST HOME","1344 E. ORANGEBURG AVENUE","MODESTO",CA,95355,"STANISLAUS","(209) 571-0116","GUILLERMINA ZEPEDA","MOLINTAS, ISABEL A.",507001908,"RESIDENTIAL CARE ELDERLY",LICENSED,31,4/8/2003,"None"
"TUSCANY VILLA SENIOR LIVING","790 HOLMES STREET","LIVERMORE",CA,94550,"ALAMEDA","(925) 371-3090","GOMBIO, JANICE","KENAI RIVER HOLDINGS, LLC",19201002,"RESIDENTIAL CARE ELDERLY",LICENSED,31,1/27/2021,"Premier"
"AMERICAN ASSISTED LIVING","405 KINGS WAY","SUISUN CITY",CA,94585,"SOLANO","(510) 604-3825","SUKHJIT SANDHU","AMERICAN ASSISTED LIVING",486803815,"RESIDENTIAL CARE ELDERLY",LICENSED,30,7/16/2019,"None"
"COUNTRY CLUB GUEST HOME","25533 RUA MICHELLE","ESCONDIDO",CA,92026,"SAN DIEGO","(760) 747-0957","RAMIREZ, JULIE","RAMIREZ, JULITA E. AND RANDY M.",372004630,"RESIDENTIAL CARE ELDERLY",LICENSED,30,8/29/1989,"None"
"DIMOND CARE","3003 FRUITVALE AVENUE","OAKLAND",CA,94602,"ALAMEDA","(510) 436-0823","BLAIN, JOHN F.","DIMOND CARE, LLC",15601241,"RESIDENTIAL CARE ELDERLY",LICENSED,30,9/21/2006,"Premier"
"FAMILY CHOICE SENIOR LIVING","3105 W. ORANGE AVENUE","ANAHEIM",CA,92804,"ORANGE","(714) 229-0069","JUNGE, PAMELA","ZH FCSL LLC",306006247,"RESIDENTIAL CARE ELDERLY",LICENSED,30,11/1/2023,"None"
"HARBORVIEW SENIOR ASSISTED LIVING","2360 ALBATROSS STREET","SAN DIEGO",CA,92101,"SAN DIEGO","(619) 233-8382","SETTINERI, JEFFREY","HVSAL, LLC",374603715,"RESIDENTIAL CARE ELDERLY",LICENSED,30,5/25/2017,"Premier"
"HELPING HANDS SENIOR CARE","825 S WILLOW AVENUE","FRESNO",CA,93727,"FRESNO","(650) 776-2280","NGUYEN, ELSA","HELPING HANDS SENIOR CARE LLC",107209444,"RESIDENTIAL CARE ELDERLY",LICENSED,30,7/24/2024,"None"
"MESAVIEW SENIOR ASSISTED LIVING","7971 CULOWEE STREET","LA MESA",CA,91942,"SAN DIEGO","(619) 466-0253","GENOVEVA GUERRERO","MVSAL, LLC",374604063,"RESIDENTIAL CARE ELDERLY",LICENSED,30,8/24/2018,"None"
"NORTH LAKE VILLAS INC.","2851 N. LAKE AVE","ALTADENA",CA,91001,"LOS ANGELES","(626) 398-8668","NOURIT BRAUN","NORTH LAKE VILLAS, INC.",197603823,"RESIDENTIAL CARE ELDERLY",LICENSED,30,8/30/2002,"None"
"OAKWOOD MEMORY & SENIOR CARE","1025 OAKWOOD AVENUE","VALLEJO",CA,94591,"SOLANO","(707) 643-0473","MAHAWAR, RASHMIKA","MAHAWAR CARE,LLC",486803614,"RESIDENTIAL CARE ELDERLY",LICENSED,30,8/5/2016,"None"
"PENINSULA SENIOR LIVING MAGNOLIA LLC","176 S BERNARDO AVE","SUNNYVALE",CA,94086,"SANTA CLARA","(408) 807-1984","VERMA, SUNIL","PENINSULA SENIOR LIVING MAGNOLIA LLC",435202832,"RESIDENTIAL CARE ELDERLY",LICENSED,30,12/7/2021,"None"
"PRINCESS LODGE","552 WEST HACIENDA AVENUE","CAMPBELL",CA,95008,"SANTA CLARA","(408) 379-9331","MORALES, JAMES","MORALES,JAMES & JUDITH",435200996,"RESIDENTIAL CARE ELDERLY",LICENSED,30,2/28/2002,"None"
"ROSE GARDEN COURT","958 VERMONT STREET","SAN JOSE",CA,95126,"SANTA CLARA","(408) 247-0815","ROSETE, LILETTE","ROSETE, LILETTE",435200967,"RESIDENTIAL CARE ELDERLY",LICENSED,30,11/28/2001,"None"
"SERENITY GARDENS","1233 WILLIS STREET","REDDING",CA,96001,"SHASTA","(530) 605-4033","CAIN, BETTY","CAIN, MATTHEW & BETTY",455002550,"RESIDENTIAL CARE ELDERLY",LICENSED,30,7/16/2014,"None"
"WESTHILLS VILLA GARDENS","5466 WEST WILSON ST.","BANNING",CA,92220,"RIVERSIDE","(951) 849-7521","THELMA MONTEBON","ALL HEALTH GROUP OF COMPANIES INC.",331881251,"RESIDENTIAL CARE ELDERLY",LICENSED,30,3/2/2022,"None"
"COUNTRY INN","1109-B LA GRANDE AVENUE","NAPA",CA,94558,"NAPA","(707) 252-3392","MACARAIG, ROLANDO","COUNTRY INN RETIREMENT HOME, INC.",286800367,"RESIDENTIAL CARE ELDERLY",LICENSED,29,2/4/1997,"None"
"CREST HOME FOR THE ELDERLY","4460 CREST VIEW DRIVE","NORCO",CA,92860,"RIVERSIDE","(951) 736-2921","RAMASAR, OSCAR","RAMASAR GHISLAINE",330905299,"RESIDENTIAL CARE ELDERLY",LICENSED,29,10/2/1993,"None"
